Type,URL_LENGTH,NUMBER_SPECIAL_CHARACTERS,TCP_CONVERSATION_EXCHANGE,DIST_REMOTE_TCP_PORT,REMOTE_IPS,APP_BYTES,SOURCE_APP_PACKETS,REMOTE_APP_PACKETS,SOURCE_APP_BYTES,REMOTE_APP_BYTES,APP_PACKETS,DNS_QUERY_TIMES,SOURCE_A,SOURCE_B,SOURCE_C,SOURCE_D,SOURCE_F,SOURCE_E,SOURCE_G,SOURCE_H,SOURCE_I,SOURCE_J,SOURCE_K,SOURCE_M,SOURCE_L,SOURCE_N,SOURCE_O,SOURCE_P,SOURCE_R,SOURCE_S
1,23.303046666666663,13.44556,159.06693333333334,1296.6286666666667,0.15336746666666667,0.35958453333333334,0.3887295333333333,0.19054353333333338,0.31334113333333335,0.10195568666666667,1418.39,1.1726652666666666,11125.618,198.70413333333337,0.008288838000000001,0.06352314666666667,0.06959826000000001,0.02055694,0.03889886,0.008021999333333333,32.87556,22.448126666666667,239.11853333333332,2615.278,0.21010306666666667,0.8621738666666666,0.9221478,0.3437814666666667,0.5959828666666667,0.15401513333333336
1,26.64500666666667,23.018073333333334,172.14980000000003,1717.612,0.10976654666666667,0.10186501333333335,0.11256446666666668,0.09089354,0.2347144,0.07340654,0.7040136666666666,0.9506451333333333,4401.542666666667,95.95829333333334,0.0067681166666666666,0.01694296,0.0240932,0.017357466666666668,0.01799218,0.004575117333333333,32.37038,30.323753333333332,205.69893333333334,2533.672,0.16036226666666667,0.24170919999999999,0.31295253333333334,240.93200000000002,356.2166666666667,0.11531057333333333
1,25.505113333333338,27.525833333333335,168.39333333333335,1558.286,0.14196853333333334,0.2071238,0.2556988,0.16567313333333336,0.26800446666666666,0.07770704666666667,0.9658005333333334,1.0192978000000001,5939.1033333333335,121.80019333333333,0.0079663,0.05189105333333333,0.04963717333333333,0.026657960000000005,0.029145,0.005920968666666668,30.53100666666667,33.06986,197.53833333333333,2213.7246666666665,0.18704613333333334,0.549869,0.5834181333333334,314.766,0.4680039333333334,0.11344529333333335
1,14.792706666666668,26.398893333333334,100.49196,500.12820000000005,0.184585,0.3677451333333333,0.3126934666666667,0.1362690666666667,0.33639806666666666,0.12621728000000002,0.6419672,1497.4053333333334,4462.423333333333,35.271926666666666,0.011800486666666667,0.09660595999999999,0.07332882,0.02418387333333333,0.07724072666666668,0.011927429333333331,19.31342,34.32633333333333,128.06960666666666,735.3607333333334,0.27176093333333334,1.1221472666666668,0.8897644666666666,0.33354833333333334,0.8598422666666666,224.09266666666667
1,26.282313333333335,18.57508,174.99953333333335,1680.0473333333332,0.12992193333333332,0.17202026666666667,256.476,0.1351032666666667,0.23432580000000003,0.07620446,0.9808264000000001,1.0120439333333333,7044.022666666667,122.33127999999999,0.014883380000000002,0.03187815333333333,0.07367856,0.024417033333333334,0.022746053333333332,0.00662563,29.196813333333335,21.59320666666667,197.14973333333333,2040.1499999999999,0.1779788,265.54333333333335,0.5181333333333334,0.21049166666666666,0.3062168,0.09945569333333333
1,16.1269,20.33673333333333,106.95567333333332,618.0035333333334,0.16554359999999999,0.2202066666666667,0.20440360000000002,0.10477951333333334,0.27033606666666665,0.09861372666666668,0.43328900000000004,1.1531057333333334,2871.7540000000004,35.22011333333334,0.009727953333333334,0.043328900000000004,0.04756464,0.01472794,0.028043966666666666,0.006582884,20.03880666666667,30.764166666666668,133.93746666666667,960.6192000000001,0.2319942,0.6799204666666667,0.693651,0.22551753333333335,0.5161903333333334,0.16113946666666668
1,23.639833333333332,25.88076,154.92186666666666,1347.1466666666668,0.12257739333333334,141.19133333333335,0.14598406666666666,95.85466666666667,0.2323828,0.07437803999999999,0.5786254000000001,1.0015517333333335,4.11916,69.83142,0.005588068000000001,0.017901506666666667,0.029196813333333335,0.013458513333333333,0.017733113333333335,0.0028225313333333332,29.637226666666667,35.828920000000004,198.44506666666666,2080.3053333333332,0.18678706666666667,0.33367786666666666,0.4901541333333334,0.25025840000000005,0.3967606000000001,0.10839349333333335
1,17.759020000000003,26.981793333333332,116.83906666666667,748.5731333333333,0.15401513333333336,0.21308233333333335,0.12132092,0.0775257,0.28445519999999996,0.09651528666666669,0.755827,1783.674,4994.805333333334,66.01018666666667,0.01140541,0.03923564666666667,0.032227893333333334,0.018756426666666666,0.019248653333333334,0.007010344000000001,22.098386666666666,36.45068,143.26386666666667,1161.914,0.21424813333333334,0.4769417333333334,0.34689026666666667,0.20155386666666666,0.41398853333333335,0.14909286666666666
1,16.839333333333332,28.264173333333336,113.34166666666668,673.3142666666666,0.16489593333333333,0.25025840000000005,0.2408024666666667,0.12115252666666666,304.40333333333336,0.09571218,0.3967606000000001,1297.924,3116.572,31.502506666666665,0.007423555333333334,0.04536257333333334,0.04602319333333333,0.015880786666666667,0.027758993333333332,0.0048562046666666666,20.064713333333334,39.805593333333334,137.5644,957.6399333333334,0.2205952666666667,0.6996095333333333,698.1846666666667,266.8386666666667,0.5670969333333334,0.13885973333333335
1,16.139853333333335,31.139813333333333,108.76914,616.4491333333333,0.15362653333333334,0.3103618666666667,0.2944292666666667,0.11066032666666668,262.9526666666667,0.10677432666666668,0.3854912,2071.238,2641.1846666666665,31.010280000000005,0.009260338,0.09348420666666667,0.10029766000000001,0.018549173333333332,0.023173513333333336,0.013056960000000001,19.546580000000002,52.694160000000004,126.48930000000001,921.5001333333333,0.24002526666666668,1370.4626666666666,1431.3433333333332,286.26866666666666,0.5655425333333334,0.26878166666666664
